SEED =  5
iteration number	elapsed seconds	training loss	training fraction nodes/edges labeled correctly	training fraction examples solved correctly	test loss	test fraction nodes/edges labeled correctly	test fraction examples solved correctly	test_perm loss	test_perm fraction nodes/edges labeled correctly	test_perm fraction examples solved correctly
27	777.07621717453	0.6084744155406953	0.8870636550308009	0.0	0.46057092398405075	0.9587471858032048	0.0	0.49823254346847534	0.9528539266322341	0.0
28	824.9362633228302	0.5637085631489754	0.9090909090909091	0.0	0.42921267449855804	0.9649458253664754	0.01	0.4643259048461914	0.9596558317399617	0.0
29	871.8529605865479	0.5876665443181992	0.8970917225950783	0.0	0.4214964061975479	0.9664568911264947	0.0	0.4481164515018463	0.9623662680931403	0.0
30	920.7893803119659	0.5654667615890503	0.9035087719298246	0.0	0.3926117792725563	0.9687778158165012	0.0	0.4184431880712509	0.9637110578568984	0.0
31	970.7359158992767	0.5520526811480523	0.9079714841218406	0.03125	0.3701537102460861	0.9759072888075633	0.01	0.3999122083187103	0.9702958218969198	0.0
32	1023.0421099662781	0.464348840713501	0.9440715883668904	0.09375	0.32529057562351227	0.9794915476346482	0.03	0.35874511301517487	0.9730048486436902	0.0
33	1077.4122595787048	0.4481170818209648	0.9401234567901234	0.0	0.32598521560430527	0.9782424044429925	0.01	0.3590615391731262	0.9700751388435152	0.0
34	1133.0166580677032	0.3965939775109291	0.9561855670103093	0.125	0.31225575506687164	0.9830758344144357	0.03	0.34668204188346863	0.9764123127727327	0.0
35	1194.566603422165	0.39111492186784746	0.9608520437535981	0.09375	0.29250865429639816	0.9832580049653065	0.06	0.3375789150595665	0.9734547074925202	0.0
36	1253.7741167545319	0.3557753071188927	0.9614035087719298	0.125	0.2804616466164589	0.9830987646733452	0.04	0.304084375500679	0.9766455657304407	0.01
37	1313.940289258957	0.35398539006710056	0.9597048808172531	0.125	0.2523057907819748	0.9860785844392401	0.14	0.29096440225839615	0.9754748894093156	0.0
38	1376.9001121520996	0.31912211030721666	0.9651162790697675	0.09375	0.235667884349823	0.9860972527107031	0.15	0.28469226509332657	0.9750548792656156	0.0
39	1440.8562142848969	0.3027204222977162	0.9683436970039571	0.25	0.22134152054786682	0.9878146347467537	0.15	0.2633961886167526	0.9781525016924119	0.0
40	1506.8715953826904	0.28406980335712434	0.9767879548306148	0.40625	0.20784912258386612	0.9896369721936148	0.22	0.2501288577914238	0.9770211122554068	0.0
41	1574.3432652950287	0.2751530393958092	0.9806612601372426	0.375	0.18961665779352188	0.9912769725191841	0.3	0.2419527843594551	0.9771758378697448	0.01
42	1643.1714539527893	0.28592155277729037	0.9767733835530445	0.46875	0.17348989099264145	0.993017743898533	0.29	0.22340454161167145	0.9796297482544359	0.01
43	1719.4895470142365	0.2604835584759712	0.982396750169262	0.5	0.16656149178743362	0.9931134219406377	0.37	0.21636008471250534	0.9803732525308174	0.02
44	1791.6214923858643	0.21339977681636813	0.9883449883449883	0.625	0.15255334973335266	0.9945630813572645	0.45	0.21519391983747482	0.9794969212629372	0.02
45	1865.5688757896423	0.2338629446923733	0.9827228749136143	0.5625	0.1352856457233429	0.9952010814464346	0.5	0.19836615025997162	0.9813450490030415	0.05
46	1940.8916366100311	0.20392586886882783	0.9914698162729659	0.625	0.12607841193675995	0.9962475354576099	0.59	0.1831652745604515	0.9824460980728869	0.02
47	2019.1856966018677	0.2032446786761284	0.9873595505617978	0.59375	0.11310142278671265	0.9963990554899645	0.6	0.17106863111257553	0.9832349468713105	0.02
48	2098.0161607265472	0.18775804042816163	0.9923906150919467	0.6875	0.10596257075667381	0.9950598903701698	0.5	0.16769711673259735	0.9822020707856804	0.03
49	2178.744465112686	0.1796881839632988	0.9925788497217068	0.65625	0.09565228223800659	0.9963636363636363	0.6	0.1608365848660469	0.9819480519480519	0.02
50	2261.7481405735016	0.17178064659237863	0.990909090909091	0.65625	0.09677853807806969	0.9965839077655096	0.56	0.15902365744113922	0.9829805404745928	0.01
51	2347.4858837127686	0.14982660226523878	0.9951485748938751	0.78125	0.08895447105169296	0.99628569688851	0.58	0.15250208973884583	0.9834987517505936	0.01
52	2435.0399441719055	0.1565626483410597	0.9924242424242424	0.71875	0.08226695656776428	0.9974662162162162	0.7	0.1528398022055626	0.9818087318087318	0.02
53	2530.1030991077423	0.13158401809632778	0.9958592132505176	0.84375	0.08128645643591881	0.9976478494623656	0.74	0.16200446337461472	0.9815188172043011	0.08
54	2621.0973093509674	0.12892594672739507	0.9944512946979038	0.75	0.07819607108831406	0.9976942730728485	0.73	0.14923234283924103	0.9812425998629027	0.02
55	2713.0312509536743	0.1418319210410118	0.9944559944559944	0.84375	0.07190313935279846	0.9984851353910245	0.79	0.1431262269616127	0.9825790569967809	0.01
56	2807.6424901485443	0.12539621405303478	0.9965753424657534	0.875	0.07101782038807869	0.9983567766530826	0.77	0.16748680919408798	0.9792296568949652	0.07
57	2905.6983654499054	0.11735686287283897	0.9979946524064172	0.90625	0.06633753515779972	0.998755754634814	0.81	0.14725569635629654	0.9833271121065074	0.08
58	3005.7086045742035	0.11639572642743588	0.9974126778783958	0.875	0.06549623794853687	0.9988441416230684	0.87	0.15275711193680763	0.9825404550431927	0.06
59	3109.2164964675903	0.10298379324376583	0.9987138263665595	0.9375	0.06144937872886658	0.9993567063364426	0.9	0.163534764200449	0.9802508845287874	0.04
60	3215.6573894023895	0.09353767931461335	0.9986440677966102	0.9375	0.059053365141153336	0.9993011435832274	0.89	0.1601969562470913	0.9817026683608641	0.04




---------------------- Permutations ----------------------------------

SEED =  5
iteration number	elapsed seconds	training loss	training fraction nodes/edges labeled correctly	training fraction examples solved correctly	test loss	test fraction nodes/edges labeled correctly	test fraction examples solved correctly	test_perm loss	test_perm fraction nodes/edges labeled correctly	test_perm fraction examples solved correctly
#	T	Ltr	Ctr	Str	Lge	Cge	Sge	Lpe	Cpe	Spe
0	21.35936450958252	2.1464643239974976	0.11065573770491803	0.0	1.894466757774353	0.1156944696832031	0.0	1.857541799545288	0.12096432249076261	0.0
1	38.31585168838501	1.7106683373451235	0.2724867724867725	0.0	1.642693281173706	0.17019372162905186	0.0	1.6236651539802551	0.18227734799565246	0.0
2	53.518118143081665	1.5098423957824707	0.32813474734872117	0.0	1.475650668144226	0.2599440540356144	0.0	1.4534530639648438	0.29856041481885787	0.0
3	70.69296479225159	1.3542450904846193	0.5368608799048752	0.0	1.318112075328827	0.36060419235511715	0.0	1.2760238647460938	0.4606041923551171	0.0
4	89.21717739105225	1.226314750313759	0.6923583662714098	0.0	1.150230884552002	0.6722162435905552	0.0	1.1264669299125671	0.6559473317718554	0.0
5	108.27395606040955	1.1191976696252823	0.8023019634394042	0.0	1.0544715523719788	0.8162022635515256	0.0	1.0187554955482483	0.837911178767622	0.0
6	127.23942446708679	1.0011203408241272	0.8808641975308642	0.0	0.92054882645607	0.9574851378130067	0.0	0.9027871191501617	0.964811145139014	0.0
7	147.87638521194458	0.9684282585978509	0.8995127892813642	0.0	0.8037836253643036	0.9570826580226904	0.0	0.7783145308494568	0.9633711507293355	0.0
8	168.27658605575562	0.9244692310690881	0.888042203985932	0.0	0.669064462184906	0.9580958549222798	0.0	0.6721123456954956	0.9630829015544041	0.0
9	190.1582489013672	0.8769618064165116	0.8700607902735562	0.0	0.6334783136844635	0.9561160800463291	0.0	0.6495330408215523	0.9609420243227591	0.0
10	214.03436636924744	0.8007566452026368	0.8942189421894219	0.0	0.593425028026104	0.9633645775899038	0.0	0.597329206764698	0.966611529743307	0.0
11	237.16698837280273	0.7935913868248463	0.8812189054726368	0.0	0.575295016169548	0.9623498662020039	0.0	0.5770286917686462	0.9648391312464994	0.0
12	261.4332778453827	0.7538231246173382	0.8880746169220519	0.0	0.5898135229945183	0.9548522377301618	0.0	0.5951665937900543	0.9559006618177053	0.0
13	288.66979575157166	0.7378891371190548	0.8898142216527867	0.0	0.5663261190056801	0.9575091098386257	0.0	0.5688900351524353	0.9594612181155648	0.0
14	314.8439426422119	0.7518108807504178	0.8721957851801495	0.0	0.5639455690979958	0.9570801600619595	0.0	0.5643280893564224	0.9577255711888473	0.0
15	342.51897048950195	0.6694552376866341	0.9181084198385236	0.0	0.5307333804666996	0.9643407983219199	0.0	0.532364509999752	0.9658214572151274	0.0
16	374.201642036438	0.7284681804478169	0.8851674641148325	0.0	0.5368297211825848	0.9619516562220233	0.0	0.5307639390230179	0.964445581276378	0.0
17	405.30651211738586	0.7245452009141445	0.9052697616060226	0.0	0.5245620906352997	0.9661887845724435	0.01	0.5185122862458229	0.9680918548591728	0.0
18	437.76146030426025	0.7154107131063938	0.9128469980632666	0.03125	0.5126667134463787	0.9716981132075472	0.0	0.503469493240118	0.9717601787487586	0.01
19	471.25510263442993	0.729214908182621	0.9226878612716763	0.03125	0.5249597504734993	0.970777049618831	0.0	0.5070938989520073	0.970576434398823	0.0
20	506.80451130867004	0.6619762174785138	0.9429121231558691	0.03125	0.5112939290702343	0.9743852459016393	0.0	0.4950786344707012	0.9731045081967213	0.0
21	546.6311972141266	0.6969259925186635	0.9437453737971873	0.0625	0.5005497634410858	0.9763266391807421	0.0	0.48024916648864746	0.9759941481579998	0.01
22	585.42258477211	0.6661582350730897	0.9489528795811518	0.03125	0.49810703098773956	0.9758751802805822	0.0	0.47704610601067543	0.9760718500065556	0.03
23	626.2695178985596	0.6597565703094006	0.9506346967559943	0.125	0.48222627118229866	0.9782979761033894	0.01	0.4646417684853077	0.9768349183126067	0.02
24	667.7807576656342	0.6310727290809155	0.9575315195753152	0.125	0.4836031496524811	0.9766965936097175	0.0	0.46079234406352043	0.9772907314496964	0.02
25	711.8280465602875	0.5919727094471455	0.9596917605216361	0.03125	0.4533761888742447	0.9799507995079951	0.01	0.43148236349225044	0.9809348093480935	0.05
26	759.3516170978546	0.6135382372885942	0.9500312304809494	0.03125	0.4452076405286789	0.9795785639958376	0.02	0.4178969971835613	0.9809443288241415	0.07
27	805.0284144878387	0.601772651448846	0.9537037037037037	0.03125	0.42869170382618904	0.9825824009676444	0.02	0.40593840181827545	0.9825824009676444	0.03
28	853.0499410629272	0.6016561683267355	0.9473350253807107	0.09375	0.4120909608900547	0.982869773438939	0.02	0.3912985622882843	0.9840363480076134	0.04
29	902.313892364502	0.5877483274787665	0.9591708542713567	0.125	0.4079222120344639	0.9838521520230858	0.0	0.386619508266449	0.9836065573770492	0.05
30	953.7517766952515	0.5381260104477406	0.9730745147150908	0.25	0.3926700949668884	0.9841280700554149	0.06	0.3755810111761093	0.9857699938427859	0.11
31	1007.5984675884247	0.5669537920504809	0.9592356687898089	0.125	0.36858049780130386	0.9878122360323398	0.05	0.35287701711058617	0.9891396162664414	0.1
32	1062.2142264842987	0.5414895985275507	0.9745942131263232	0.28125	0.35448290035128593	0.9872549019607844	0.09	0.33626294881105423	0.9892156862745098	0.21
33	1123.0435667037964	0.5043372582644224	0.9730820995962315	0.28125	0.34914799965918064	0.9877864517753714	0.05	0.3312129098922014	0.9898640141022412	0.12
34	1181.8653202056885	0.5044716078788042	0.9755452742894911	0.375	0.3330793119966984	0.9894810214815284	0.08	0.32176055014133453	0.9914454090361827	0.19
35	1241.9284718036652	0.4487832807004452	0.984573002754821	0.4375	0.31534296832978725	0.9901524777636594	0.09	0.3020118214190006	0.9920584498094028	0.26
36	1303.4579002857208	0.44886428490281105	0.984029484029484	0.46875	0.2992101088166237	0.9909610983981694	0.11	0.29023762606084347	0.9930778032036613	0.25
37	1367.282616853714	0.447075466811657	0.9821428571428571	0.375	0.2947043590247631	0.9918783034678355	0.21	0.2862100526690483	0.9926517983756606	0.29
38	1433.0629947185516	0.42145604565739636	0.9861878453038674	0.5625	0.2791327442973852	0.993038570084666	0.31	0.2706545293331146	0.9940420194418313	0.35
39	1500.8150599002838	0.41119662895798686	0.9853689567430025	0.46875	0.2578847035765648	0.9949504513034148	0.39	0.2495112493634224	0.9955185255317806	0.48
40	1570.780918598175	0.370734104141593	0.9906852960745176	0.65625	0.24030193872749805	0.995574653668548	0.48	0.2308952659368515	0.9966008209338122	0.56
41	1647.875126838684	0.357227959856391	0.9903846153846154	0.625	0.22691842541098595	0.9973743195645213	0.64	0.21777809411287308	0.9976945244956772	0.69
42	1721.4194223880768	0.3281777834519744	0.9951308581862447	0.78125	0.21829408779740334	0.9975643473109078	0.66	0.20575276762247086	0.9986176025278125	0.81
43	1797.9167687892914	0.313963058590889	0.9963008631319359	0.84375	0.21328020468354225	0.9991263440860215	0.87	0.19805467873811722	0.9994623655913979	0.92
44	1877.1854393482208	0.28873235657811164	0.9979508196721312	0.90625	0.19800929725170135	0.9989705976967124	0.85	0.18805797956883907	0.9987775847648459	0.81
45	1959.2250049114227	0.27650502044707537	0.9976635514018691	0.875	0.19393338076770306	0.9991804312192661	0.88	0.1820431798696518	0.9992434749716304	0.89
46	2041.9114027023315	0.2493685042485595	0.9966487935656837	0.84375	0.17015076242387295	0.9994626183918855	0.92	0.16179624944925308	0.9994626183918855	0.92
47	2127.191792488098	0.2439515206962824	0.9963724304715841	0.84375	0.1591191217303276	0.9995099240382259	0.93	0.1487342994660139	0.9994486645430042	0.92
48	2213.4957678318024	0.22684831749647857	0.9970845481049563	0.875	0.1461343038827181	0.9995031364511521	0.92	0.13877703994512558	0.9993789205639402	0.9
49	2302.057398557663	0.20047149751335383	0.9982445874780573	0.90625	0.13261678256094456	0.9989797143200096	0.89	0.12841653637588024	0.9995798823670627	0.93
50	2398.130695104599	0.17495061289519073	1.0	1.0	0.11801090277731419	0.9996911864616145	0.95	0.11574657261371613	0.9997529491692916	0.96
51	2490.1554832458496	0.1663101786747575	0.9993784959602238	0.96875	0.11055462434887886	0.999630017882469	0.94	0.1088124979287386	0.9998766726274897	0.98
52	2584.532525062561	0.16510795261710884	0.9988249118683902	0.96875	0.10287750884890556	0.9998162102554677	0.98	0.1029738150537014	0.9997549470072903	0.97
53	2679.3765194416046	0.14980304464697838	1.0	1.0	0.09787046164274216	1.0	1.0	0.09759075380861759	1.0	1.0
54	2777.257670402527	0.1399750815704465	1.0	1.0	0.0899063479155302	1.0	1.0	0.08945486880838871	1.0	1.0
55	2875.9281430244446	0.12799818012863398	1.0	1.0	0.08519665710628033	1.0	1.0	0.08603352680802345	1.0	1.0
56	2976.4256222248077	0.12323096171021462	0.9993535875888817	0.96875	0.08236048370599747	1.0	1.0	0.08263038285076618	1.0	1.0
57	3080.1220560073853	0.12110682744532825	1.0	1.0	0.08039798960089684	1.0	1.0	0.07988260313868523	1.0	1.0
58	3186.225095272064	0.10915816817432643	1.0	1.0	0.07689708191901445	1.0	1.0	0.07812885008752346	1.0	1.0
59	3293.713161945343	0.09733770452439786	1.0	1.0	0.07122468296438456	1.0	1.0	0.07256040908396244	1.0	1.0
60	3404.732350587845	0.0937337575480342	1.0	1.0	0.06740803085267544	1.0	1.0	0.06809559185057878	1.0	1.0
