graphs:
num_nodes_min_max_tr = (16, 33)
num_nodes_min_max_ge = (16, 33) --> permutations of tr

results:
iteration number	elapsed seconds	training loss	test/generalization loss	training fraction mse	training fraction examples solved correctly	test/generalization mse	test/generalization fraction examples solved correctly
#	T	Ltr	Lge	Ctr	Str	Cge	Sge
1931	1605.3663198947906	7.89555473602377e-05	7.890446431702003e-05	1.0	1.0	1.0	1.0
1937	1610.4483714103699	7.92596758401487e-05	7.92239879956469e-05	1.0	1.0	1.0	1.0
1943	1615.6295075416565	8.214175904868171e-05	8.214211266022176e-05	1.0	1.0	1.0	1.0
1950	1621.1913285255432	7.641935808351264e-05	7.635680958628654e-05	1.0	1.0	1.0	1.0
1957	1626.839903831482	7.899927222752013e-05	7.898864714661613e-05	1.0	1.0	1.0	1.0
1963	1632.420303106308	7.807983129168861e-05	7.804680353729054e-05	1.0	1.0	1.0	1.0
1969	1637.6851348876953	8.09086770459544e-05	8.093928772723302e-05	1.0	1.0	1.0	1.0
1975	1642.8497474193573	7.302965968847275e-05	7.29780294932425e-05	1.0	1.0	1.0	1.0
1982	1648.4301607608795	7.526555637014099e-05	7.520947110606357e-05	1.0	1.0	1.0	1.0
1989	1654.1847932338715	7.61461393267382e-05	7.617941446369514e-05	1.0	1.0	1.0	1.0
1996	1659.7277700901031	7.627362647326663e-05	7.628258754266426e-05	1.0	1.0	1.0	1.0
2003	1665.4923503398895	7.326109553105198e-05	7.330736116273329e-05	1.0	1.0	1.0	1.0
2010	1671.0005118846893	7.595503266202287e-05	7.59406466386281e-05	1.0	1.0	1.0	1.0
2017	1676.442181110382	7.092014348017984e-05	7.089993596309796e-05	1.0	1.0	1.0	1.0
2024	1682.0653450489044	7.854284704080784e-05	7.866445957915857e-05	1.0	1.0	1.0	1.0
2031	1687.8135318756104	7.173275953391567e-05	7.173591438913718e-05	1.0	1.0	1.0	1.0
2038	1693.5783655643463	7.024901060503908e-05	7.031441782601178e-05	1.0	1.0	1.0	1.0
2044	1698.6823511123657	7.048355764709413e-05	7.052671571727842e-05	1.0	1.0	1.0	1.0
2050	1703.9882156848907	7.064845412969589e-05	7.067451224429533e-05	1.0	1.0	1.0	1.0
2056	1709.9286913871765	6.92240944772493e-05	6.930845847819e-05	1.0	1.0	1.0	1.0
2062	1715.4152455329895	7.289511995622888e-05	7.30192696209997e-05	1.0	1.0	1.0	1.0
2068	1720.9735760688782	6.601619461434894e-05	6.603545625694096e-05	1.0	1.0	1.0	1.0
2074	1726.4349896907806	6.963577252463438e-05	6.972425035201013e-05	1.0	1.0	1.0	1.0
2080	1731.4918859004974	6.754116184310987e-05	6.756632501492277e-05	1.0	1.0	1.0	1.0
2087	1737.2028303146362	6.71045738272369e-05	6.71978632453829e-05	1.0	1.0	1.0	1.0
2094	1743.0108768939972	6.656099067186006e-05	6.664335523964837e-05	1.0	1.0	1.0	1.0
2101	1748.702374458313	6.7272375599714e-05	6.73761751386337e-05	1.0	1.0	1.0	1.0
2107	1753.8663158416748	6.731381072313526e-05	6.738893716828898e-05	1.0	1.0	1.0	1.0
2114	1759.3652222156525	6.99672476912383e-05	7.013148569967598e-05	1.0	1.0	1.0	1.0
2121	1764.9104235172272	6.579567634616979e-05	6.589313125004992e-05	1.0	1.0	1.0	1.0
2128	1770.4601714611053	6.289445082074963e-05	6.295174534898251e-05	1.0	1.0	1.0	1.0
2135	1776.156637430191	6.425831015803851e-05	6.438945274567232e-05	1.0	1.0	1.0	1.0
2141	1781.259234905243	6.506695863208734e-05	6.520932220155373e-05	1.0	1.0	1.0	1.0
2148	1786.953956604004	6.16561886999989e-05	6.174280133564025e-05	1.0	1.0	1.0	1.0
2154	1792.1819009780884	6.329034149530344e-05	6.339917308650911e-05	1.0	1.0	1.0	1.0
2160	1797.679283618927	6.214217901288067e-05	6.226435652934015e-05	1.0	1.0	1.0	1.0
2166	1802.7269160747528	6.1021285728202204e-05	6.116434087743983e-05	1.0	1.0	1.0	1.0
2172	1808.1708869934082	6.200599309522659e-05	6.215336179593578e-05	1.0	1.0	1.0	1.0
2179	1813.7473027706146	6.038691280991771e-05	6.050792580936104e-05	1.0	1.0	1.0	1.0
2186	1819.3504972457886	5.9709684137487784e-05	5.982200673315674e-05	1.0	1.0	1.0	1.0
2193	1824.6671135425568	6.15861779806437e-05	6.173019937705249e-05	1.0	1.0	1.0	1.0
2200	1829.9085021018982	6.607436807826161e-05	6.638535705860704e-05	1.0	1.0	1.0	1.0
2206	1835.1508448123932	5.9270599376759495e-05	5.937360765528865e-05	1.0	1.0	1.0	1.0
2213	1840.9291305541992	5.6654334548511544e-05	5.680114554706961e-05	1.0	1.0	1.0	1.0
2220	1846.7586233615875	5.7988745174952784e-05	5.817881174152717e-05	1.0	1.0	1.0	1.0
2227	1852.5023109912872	5.9098742713104006e-05	5.9298672567820176e-05	1.0	1.0	1.0	1.0
2234	1857.8776121139526	5.935468579991721e-05	5.9573398175416514e-05	1.0	1.0	1.0	1.0
2241	1863.730489730835	5.6539450815762395e-05	5.670608879881911e-05	1.0	1.0	1.0	1.0
2247	1868.782655954361	5.4819737488287505e-05	5.4983342124614865e-05	1.0	1.0	1.0	1.0
2253	1874.5372169017792	5.737685132771731e-05	5.759218765888363e-05	1.0	1.0	1.0	1.0
2259	1879.9789988994598	5.636617497657426e-05	5.654995402437635e-05	1.0	1.0	1.0	1.0
2266	1885.6884262561798	5.70021500607254e-05	5.724704897147603e-05	1.0	1.0	1.0	1.0
2272	1890.8333065509796	5.631220446957741e-05	5.6635843066032976e-05	1.0	1.0	1.0	1.0
2279	1896.4752113819122	5.278168137010653e-05	5.293892172630876e-05	1.0	1.0	1.0	1.0
2286	1902.1093332767487	5.403560026024934e-05	5.42173620488029e-05	1.0	1.0	1.0	1.0
2293	1907.5784168243408	5.5446200713049626e-05	5.5669810535619035e-05	1.0	1.0	1.0	1.0
2300	1913.3109240531921	5.459969797811937e-05	5.48197167518083e-05	1.0	1.0	1.0	1.0
2306	1918.5379090309143	5.2773685092688544e-05	5.297398456605151e-05	1.0	1.0	1.0	1.0
2313	1924.2309987545013	5.36260584340198e-05	5.390369187807664e-05	1.0	1.0	1.0	1.0
2320	1929.8250575065613	5.7289433243568055e-05	5.758813495049253e-05	1.0	1.0	1.0	1.0
2327	1935.4797670841217	5.102384529891424e-05	5.1213541155448183e-05	1.0	1.0	1.0	1.0
2333	1940.5908272266388	5.2285017591202636e-05	5.257243537926115e-05	1.0	1.0	1.0	1.0
2340	1946.3580296039581	5.1930770860053604e-05	5.21566835232079e-05	1.0	1.0	1.0	1.0
2346	1951.6419050693512	4.913573575322517e-05	4.9355014198226854e-05	1.0	1.0	1.0	1.0
2352	1957.0821704864502	5.270111942081712e-05	5.29427888977807e-05	1.0	1.0	1.0	1.0
2358	1962.3118968009949	5.140714383742307e-05	5.1685430662473664e-05	1.0	1.0	1.0	1.0
2365	1967.8065979480743	4.910578718408942e-05	4.934129538014531e-05	1.0	1.0	1.0	1.0
2371	1972.8082194328308	5.257144002825953e-05	5.288163083605468e-05	1.0	1.0	1.0	1.0
2378	1978.5352597236633	4.94668580358848e-05	4.9743532144930214e-05	1.0	1.0	1.0	1.0
2385	1984.015014410019	5.0910629579448144e-05	5.122568109072745e-05	1.0	1.0	1.0	1.0
2392	1989.36363697052	5.201530511840247e-05	5.239971505943686e-05	1.0	1.0	1.0	1.0
2399	1995.1424043178558	4.747472739836667e-05	4.773785258294083e-05	1.0	1.0	1.0	1.0
2405	2000.3214342594147	4.879674670519308e-05	4.90960301249288e-05	1.0	1.0	1.0	1.0
2412	2005.971170425415	4.890638119832147e-05	4.9251513701165095e-05	1.0	1.0	1.0	1.0
2418	2011.1011424064636	4.79099227959523e-05	4.8218320443993434e-05	1.0	1.0	1.0	1.0
2424	2016.683393239975	4.9365052473149265e-05	4.9747184675652534e-05	1.0	1.0	1.0	1.0
2430	2022.2485280036926	4.8450698886881587e-05	4.8783851525513455e-05	1.0	1.0	1.0	1.0
2436	2027.2676763534546	4.858452120970469e-05	4.900321800960228e-05	1.0	1.0	1.0	1.0
2443	2033.0631625652313	4.717262854683213e-05	4.7535992052871734e-05	1.0	1.0	1.0	1.0
2449	2038.9288749694824	4.566833122225944e-05	4.603623165166937e-05	1.0	1.0	1.0	1.0
2455	2044.0300323963165	4.549327495624312e-05	4.5842760300729424e-05	1.0	1.0	1.0	1.0
2462	2049.566134929657	4.638745376723819e-05	4.676059688790701e-05	1.0	1.0	1.0	1.0
2469	2055.4862954616547	4.454413501662203e-05	4.490035280468874e-05	1.0	1.0	1.0	1.0
2476	2061.210545063019	4.506180557655171e-05	4.546317722997628e-05	1.0	1.0	1.0	1.0
2483	2066.9500544071198	4.480797870201059e-05	4.5175664126873016e-05	1.0	1.0	1.0	1.0
2489	2072.2372086048126	4.4928164788871074e-05	4.5333068555919454e-05	1.0	1.0	1.0	1.0
2496	2077.899619102478	4.386494911159389e-05	4.419292599777691e-05	1.0	1.0	1.0	1.0
2502	2083.0980336666107	4.386892287584488e-05	4.425574297783896e-05	1.0	1.0	1.0	1.0
2509	2088.730949640274	4.3634320536511954e-05	4.405052459333092e-05	1.0	1.0	1.0	1.0
2516	2094.3616173267365	4.265697098162491e-05	4.3011044908780605e-05	1.0	1.0	1.0	1.0
2523	2099.9704115390778	4.2601093446137385e-05	4.302012894186191e-05	1.0	1.0	1.0	1.0
2530	2105.5862452983856	4.406594962347299e-05	4.4556065404322e-05	1.0	1.0	1.0	1.0
2537	2111.305949449539	4.279865606804378e-05	4.325624104239978e-05	1.0	1.0	1.0	1.0
2543	2116.8079874515533	4.244054980517831e-05	4.2903215216938406e-05	1.0	1.0	1.0	1.0
2549	2122.2433059215546	4.0386597902397625e-05	4.077949415659532e-05	1.0	1.0	1.0	1.0
2556	2127.9491171836853	4.195234287180938e-05	4.241444185026921e-05	1.0	1.0	1.0	1.0
2563	2133.637553691864	4.259978777554352e-05	4.3108138925163075e-05	1.0	1.0	1.0	1.0
2569	2138.7210919857025	4.36805363278836e-05	4.422576603246853e-05	1.0	1.0	1.0	1.0
2576	2144.382808446884	4.189307946944609e-05	4.2380790546303615e-05	1.0	1.0	1.0	1.0
2582	2149.524052619934	3.8730869709979744e-05	3.9136753912316635e-05	1.0	1.0	1.0	1.0
2589	2154.930339574814	4.071083130838816e-05	4.1180439438903704e-05	1.0	1.0	1.0	1.0
2596	2160.5372314453125	4.016131606476847e-05	4.0645103581482545e-05	1.0	1.0	1.0	1.0
2602	2165.655648469925	4.065435387019534e-05	4.117369826417416e-05	1.0	1.0	1.0	1.0
2609	2171.155736923218	4.114517141715624e-05	4.170285683358088e-05	1.0	1.0	1.0	1.0
2616	2176.8707661628723	3.8714062975486746e-05	3.919210939784534e-05	1.0	1.0	1.0	1.0
2623	2182.2886879444122	4.057339756400325e-05	4.1138115193462e-05	1.0	1.0	1.0	1.0
2630	2188.057998895645	3.902054922946263e-05	3.9543858292745426e-05	1.0	1.0	1.0	1.0
2636	2193.5706503391266	3.7138251354917887e-05	3.761562402360141e-05	1.0	1.0	1.0	1.0
2642	2199.101615667343	3.853445923596155e-05	3.9083617593860254e-05	1.0	1.0	1.0	1.0
2648	2204.213986635208	3.9325297257164495e-05	3.9875922084320337e-05	1.0	1.0	1.0	1.0
2655	2209.878488302231	3.7445938505698e-05	3.793750875047408e-05	1.0	1.0	1.0	1.0
2662	2215.436742544174	3.736489379662089e-05	3.789258698816411e-05	1.0	1.0	1.0	1.0
2668	2220.5054535865784	3.799457190325484e-05	3.858068157569505e-05	1.0	1.0	1.0	1.0
2675	2226.0396258831024	3.8403794678743e-05	3.899490548064932e-05	1.0	1.0	1.0	1.0
2682	2231.7014627456665	3.689778859552462e-05	3.747732989722863e-05	1.0	1.0	1.0	1.0
2689	2237.3480117321014	3.718213993124664e-05	3.776754965656437e-05	1.0	1.0	1.0	1.0
2696	2242.677981853485	3.521732360241004e-05	3.566014493117109e-05	1.0	1.0	1.0	1.0
2702	2247.9450464248657	3.367619119671872e-05	3.393375300220214e-05	1.0	1.0	1.0	1.0
2709	2253.445616006851	3.3447401074226944e-05	3.344565993756987e-05	1.0	1.0	1.0	1.0
2716	2259.032557249069	3.0922660516807814e-05	3.083881892962381e-05	1.0	1.0	1.0	1.0
2723	2264.7443294525146	3.156484126520809e-05	3.1466192012885585e-05	1.0	1.0	1.0	1.0
2730	2270.4112832546234	3.1315552223532e-05	3.119285611319356e-05	1.0	1.0	1.0	1.0
2736	2276.305643796921	2.9800179436278996e-05	2.9640736102010123e-05	1.0	1.0	1.0	1.0
2742	2281.9740595817566	2.8817226120736453e-05	2.866194336093031e-05	1.0	1.0	1.0	1.0
2749	2287.854903936386	2.802391572913621e-05	2.783962554531172e-05	1.0	1.0	1.0	1.0
2756	2293.421382665634	2.7741381745727268e-05	2.757500442385208e-05	1.0	1.0	1.0	1.0
2763	2299.228221654892	2.650026544870343e-05	2.629057598824147e-05	1.0	1.0	1.0	1.0
2769	2304.4756994247437	2.7139879421156365e-05	2.6964378776028752e-05	1.0	1.0	1.0	1.0
2776	2310.0369975566864	2.7069803036283704e-05	2.6842915758606978e-05	1.0	1.0	1.0	1.0
2782	2315.5097830295563	2.60725993939559e-05	2.585158472356852e-05	1.0	1.0	1.0	1.0
2788	2320.8561103343964	2.583998375484953e-05	2.5617027858970687e-05	1.0	1.0	1.0	1.0
2794	2326.2876567840576	2.6266675922670403e-05	2.603752182039898e-05	1.0	1.0	1.0	1.0
2799	2331.4348678588867	2.5023586204042658e-05	2.4797562218736857e-05	1.0	1.0	1.0	1.0
2806	2337.0467081069946	2.487220808689017e-05	2.4633423890918493e-05	1.0	1.0	1.0	1.0
2813	2342.781498193741	2.435495098325191e-05	2.412523281236645e-05	1.0	1.0	1.0	1.0
2820	2348.091688156128	2.6405165954201948e-05	2.618375583551824e-05	1.0	1.0	1.0	1.0
2827	2353.6215579509735	2.395577594143106e-05	2.373234929109458e-05	1.0	1.0	1.0	1.0
2832	2358.6472566127777	2.4018198200792543e-05	2.3776017769705504e-05	1.0	1.0	1.0	1.0
2838	2363.8002247810364	2.5327256844320802e-05	2.507543467800133e-05	1.0	1.0	1.0	1.0
2845	2369.5653297901154	2.2880907272337937e-05	2.2635278583038598e-05	1.0	1.0	1.0	1.0
2851	2374.5913372039795	2.3452552341041155e-05	2.3195021640276536e-05	1.0	1.0	1.0	1.0
2858	2380.430165052414	2.2317121693049558e-05	2.2059748516767286e-05	1.0	1.0	1.0	1.0
2865	2386.4486277103424	2.29323013627436e-05	2.268381831527222e-05	1.0	1.0	1.0	1.0
2872	2391.917542695999	2.2493641154142097e-05	2.222509829152841e-05	1.0	1.0	1.0	1.0
2879	2397.5448048114777	2.323019416508032e-05	2.2941607312532142e-05	1.0	1.0	1.0	1.0
2886	2403.1876425743103	2.2828321561974008e-05	2.2571877707378007e-05	1.0	1.0	1.0	1.0
2893	2408.957865715027	2.2782696942158512e-05	2.2497355530504137e-05	1.0	1.0	1.0	1.0
2899	2414.1963925361633	2.270710174343549e-05	2.2437396182795055e-05	1.0	1.0	1.0	1.0
2906	2419.9778056144714	2.1459294657688588e-05	2.11823880817974e-05	1.0	1.0	1.0	1.0
2913	2425.723577260971	2.272717101732269e-05	2.2467338567366824e-05	1.0	1.0	1.0	1.0
2919	2430.756760120392	2.200036215072032e-05	2.1714229660574347e-05	1.0	1.0	1.0	1.0
2925	2436.374040365219	2.101088502968196e-05	2.0762025087606162e-05	1.0	1.0	1.0	1.0
2930	2441.38343167305	2.1798464877065272e-05	2.150588625227101e-05	1.0	1.0	1.0	1.0
2936	2446.3974528312683	2.1153653869987467e-05	2.0849480279139243e-05	1.0	1.0	1.0	1.0
2943	2452.140735387802	2.1998526608513203e-05	2.1692081645596772e-05	1.0	1.0	1.0	1.0
2950	2457.5101974010468	2.3124192011891864e-05	2.2817654098616913e-05	1.0	1.0	1.0	1.0
2957	2463.2254865169525	2.1130902314325795e-05	2.084992956952192e-05	1.0	1.0	1.0	1.0
2963	2468.244765520096	2.1812059821968435e-05	2.1528952856897376e-05	1.0	1.0	1.0	1.0
2970	2473.7738955020905	2.121088418789441e-05	2.0922057956340723e-05	1.0	1.0	1.0	1.0
2977	2479.3903896808624	2.0711557226604782e-05	2.0429659343790263e-05	1.0	1.0	1.0	1.0
2984	2485.1802985668182	2.0858241077803542e-05	2.0563744328683242e-05	1.0	1.0	1.0	1.0
2991	2490.899379491806	2.0467867034312804e-05	2.0195224351482466e-05	1.0	1.0	1.0	1.0
2997	2496.166677236557	2.0581572789524218e-05	2.0318655515438877e-05	1.0	1.0	1.0	1.0
3004	2501.796823501587	2.1284589456627147e-05	2.0973588107153773e-05	1.0	1.0	1.0	1.0
3011	2507.3070015907288	2.028407543548383e-05	2.000704080273863e-05	1.0	1.0	1.0	1.0
3018	2512.6063685417175	2.0142622270213908e-05	1.9851098841172643e-05	1.0	1.0	1.0	1.0
3024	2517.920492887497	2.0695385319413618e-05	2.0406669136718847e-05	1.0	1.0	1.0	1.0
3030	2523.8602197170258	1.9395472736505327e-05	1.9129865904687904e-05	1.0	1.0	1.0	1.0
3037	2529.5030450820923	2.082677328871796e-05	2.049675094895065e-05	1.0	1.0	1.0	1.0
3044	2535.1883630752563	2.0296778893680314e-05	1.9978353520855308e-05	1.0	1.0	1.0	1.0
3051	2540.7396228313446	1.976098064915277e-05	1.9499797417665832e-05	1.0	1.0	1.0	1.0
3057	2545.911185026169	1.8812476992025043e-05	1.8565999198472127e-05	1.0	1.0	1.0	1.0
3063	2551.1212475299835	1.92791534573189e-05	1.9001388864126056e-05	1.0	1.0	1.0	1.0
3069	2556.1355566978455	1.945496569533134e-05	1.921485636557918e-05	1.0	1.0	1.0	1.0
3076	2561.779368162155	2.05908798307064e-05	2.0286470316932537e-05	1.0	1.0	1.0	1.0
3083	2567.3903827667236	1.929610189108644e-05	1.9029106624657288e-05	1.0	1.0	1.0	1.0
3090	2573.0733664035797	1.898407699627569e-05	1.8735459889285266e-05	1.0	1.0	1.0	1.0
3096	2578.2173438072205	1.867230821517296e-05	1.8443392036715522e-05	1.0	1.0	1.0	1.0
3103	2583.8666219711304	1.85010921995854e-05	1.8234626622870564e-05	1.0	1.0	1.0	1.0
3109	2588.8734517097473	1.871365784609225e-05	1.849496220529545e-05	1.0	1.0	1.0	1.0
3116	2594.2840576171875	1.868813269538805e-05	1.841604898800142e-05	1.0	1.0	1.0	1.0
3122	2600.1029176712036	1.8924422147392764e-05	1.8663686205400154e-05	1.0	1.0	1.0	1.0
3128	2605.650380373001	1.8125068163499235e-05	1.7873169781523757e-05	1.0	1.0	1.0	1.0
3135	2611.2602331638336	1.806330583349336e-05	1.7804955859901384e-05	1.0	1.0	1.0	1.0
3141	2616.304721593857	1.7891595962282737e-05	1.7652526366873644e-05	1.0	1.0	1.0	1.0
3147	2621.684818983078	1.8298997929377947e-05	1.8048509446089156e-05	1.0	1.0	1.0	1.0
3153	2627.025744199753	1.8316700879950078e-05	1.807704393286258e-05	1.0	1.0	1.0	1.0
3159	2632.12052154541	1.8512285714678003e-05	1.8255019313073717e-05	1.0	1.0	1.0	1.0
3165	2637.7358691692352	1.792363818822196e-05	1.7659647710388526e-05	1.0	1.0	1.0	1.0
3171	2643.399930000305	1.7787418983061798e-05	1.7535330698592588e-05	1.0	1.0	1.0	1.0
3178	2648.9108600616455	1.8393796017335264e-05	1.814806819311343e-05	1.0	1.0	1.0	1.0
3185	2654.4028313159943	1.8155601173930337e-05	1.789049019862432e-05	1.0	1.0	1.0	1.0
3191	2659.605086326599	1.7121572636824566e-05	1.6898980902624317e-05	1.0	1.0	1.0	1.0
3198	2665.3109781742096	1.7705261780065484e-05	1.7439693692722358e-05	1.0	1.0	1.0	1.0
3205	2670.6476974487305	1.7927070257428567e-05	1.7686881619738415e-05	1.0	1.0	1.0	1.0
3211	2675.9220395088196	1.660634043219034e-05	1.6414691344834864e-05	1.0	1.0	1.0	1.0
3217	2681.6695578098297	1.7722365737427025e-05	1.7473308616899885e-05	1.0	1.0	1.0	1.0
3223	2687.0208570957184	1.7480948554293718e-05	1.7230930097866803e-05	1.0	1.0	1.0	1.0
3230	2692.669588804245	1.6421667532995345e-05	1.6194066120078787e-05	1.0	1.0	1.0	1.0
3237	2698.2305879592896	1.6808648979349528e-05	1.6587555364822038e-05	1.0	1.0	1.0	1.0
3244	2703.775477409363	1.689773980615428e-05	1.6671752746333368e-05	1.0	1.0	1.0	1.0
3251	2709.427218914032	1.6554096873733215e-05	1.6326626791851595e-05	1.0	1.0	1.0	1.0
3257	2714.5800585746765	1.6610295097052587e-05	1.6384528862545267e-05	1.0	1.0	1.0	1.0
3264	2720.258234500885	1.594052191649098e-05	1.5724377590231597e-05	1.0	1.0	1.0	1.0
3271	2725.922116279602	1.7103416757890956e-05	1.6856571164680645e-05	1.0	1.0	1.0	1.0
3278	2731.647048473358	1.7163903430628127e-05	1.6928563127294183e-05	1.0	1.0	1.0	1.0
3285	2737.2087609767914	1.627247274882393e-05	1.605618672329001e-05	1.0	1.0	1.0	1.0
3291	2742.2578885555267	1.624535125301918e-05	1.602430893399287e-05	1.0	1.0	1.0	1.0
3298	2747.767238140106	1.7306672998529393e-05	1.7078120436053723e-05	1.0	1.0	1.0	1.0
3305	2753.2793259620667	1.6553971909161193e-05	1.6356862033717334e-05	1.0	1.0	1.0	1.0
3311	2758.4510662555695	1.628865138627589e-05	1.608117418072652e-05	1.0	1.0	1.0	1.0
3317	2763.852375268936	1.6970984870567917e-05	1.6748870621086098e-05	1.0	1.0	1.0	1.0
3323	2769.2436108589172	1.58033893967513e-05	1.5603023712174036e-05	1.0	1.0	1.0	1.0
3330	2774.9175238609314	1.6165658598765732e-05	1.5960260498104617e-05	1.0	1.0	1.0	1.0
3336	2779.9475033283234	1.5559715029667133e-05	1.536385025247e-05	1.0	1.0	1.0	1.0
3343	2785.524288892746	1.5607470231771003e-05	1.5409037587232888e-05	1.0	1.0	1.0	1.0
3350	2791.184604883194	1.5645600979041773e-05	1.5448804333573207e-05	1.0	1.0	1.0	1.0
3357	2796.941103696823	1.548314521642169e-05	1.52814118337119e-05	1.0	1.0	1.0	1.0
3364	2802.621551990509	1.5387639905384276e-05	1.5188233192020562e-05	1.0	1.0	1.0	1.0
3371	2808.3522305488586	1.546510929983924e-05	1.527454878669232e-05	1.0	1.0	1.0	1.0
3378	2814.115758895874	1.5381549928861205e-05	1.5192169485089835e-05	1.0	1.0	1.0	1.0
3385	2819.6061968803406	1.6190385576919652e-05	1.5962412362569012e-05	1.0	1.0	1.0	1.0
3391	2824.684958457947	1.557220948598115e-05	1.5390174667118117e-05	1.0	1.0	1.0	1.0
3398	2830.1820256710052	1.5057148357300322e-05	1.4861282579659019e-05	1.0	1.0	1.0	1.0
3404	2835.211696624756	1.4978050694480772e-05	1.4772846952837426e-05	1.0	1.0	1.0	1.0
3410	2840.568874835968	1.4857919632049743e-05	1.4671149983769283e-05	1.0	1.0	1.0	1.0
3416	2846.1892099380493	1.5253291530825664e-05	1.5061865269672126e-05	1.0	1.0	1.0	1.0
3422	2851.375881910324	1.5067260301293573e-05	1.4882663890602998e-05	1.0	1.0	1.0	1.0
3429	2857.1357729434967	1.4871472376398743e-05	1.468267510063015e-05	1.0	1.0	1.0	1.0
3436	2862.9355993270874	1.4414351062441712e-05	1.4214542716217693e-05	1.0	1.0	1.0	1.0
3443	2868.5162625312805	1.4725752407684922e-05	1.4544817531714216e-05	1.0	1.0	1.0	1.0
3450	2874.121838092804	1.4657663177786163e-05	1.4468694644165225e-05	1.0	1.0	1.0	1.0
3456	2879.367349386215	1.4841239590168698e-05	1.4662045941804536e-05	1.0	1.0	1.0	1.0
3463	2884.894373893738	1.4799110704188934e-05	1.461393458157545e-05	1.0	1.0	1.0	1.0
3470	2890.421868085861	1.4411974825634389e-05	1.4225359336705878e-05	1.0	1.0	1.0	1.0
3477	2895.8658409118652	1.4357575309986714e-05	1.4191990885592531e-05	1.0	1.0	1.0	1.0
3484	2901.5374891757965	1.4143914449959994e-05	1.396847528667422e-05	1.0	1.0	1.0	1.0
3490	2906.7209181785583	1.4331319198390703e-05	1.4168124835123308e-05	1.0	1.0	1.0	1.0
3497	2912.3042476177216	1.4949605247238652e-05	1.4774266674066894e-05	1.0	1.0	1.0	1.0
3504	2918.1278092861176	1.4119887509878026e-05	1.3959712305222638e-05	1.0	1.0	1.0	1.0
3510	2923.7818698883057	1.402570860591368e-05	1.3860566468792967e-05	1.0	1.0	1.0	1.0
3516	2929.3921926021576	1.4474461022473407e-05	1.4310323422250804e-05	1.0	1.0	1.0	1.0
3523	2935.157101392746	1.4259910312830472e-05	1.4073962120164651e-05	1.0	1.0	1.0	1.0
3530	2940.988909482956	1.3514614875020926e-05	1.3361795936361887e-05	1.0	1.0	1.0	1.0
3536	2946.4367825984955	1.3849745664629154e-05	1.3695007510250434e-05	1.0	1.0	1.0	1.0
3542	2952.03684425354	1.4118289891484892e-05	1.3939503332949243e-05	1.0	1.0	1.0	1.0
3548	2957.072116136551	1.4650154207629385e-05	1.4437125173571985e-05	1.0	1.0	1.0	1.0
3554	2962.128785610199	1.4471193117060467e-05	1.429313124390319e-05	1.0	1.0	1.0	1.0
3561	2967.6451292037964	1.3770656187261922e-05	1.361729209747864e-05	1.0	1.0	1.0	1.0
3568	2973.2936446666718	1.3495520761352964e-05	1.334319676971063e-05	1.0	1.0	1.0	1.0
3575	2978.670558691025	1.3735689390159679e-05	1.3572989701060578e-05	1.0	1.0	1.0	1.0
3582	2984.3563351631165	1.3198248598200735e-05	1.304340548813343e-05	1.0	1.0	1.0	1.0
3588	2989.365784406662	1.3085402588330908e-05	1.2936438906763215e-05	1.0	1.0	1.0	1.0
3595	2994.999436855316	1.334631533609354e-05	1.319307011726778e-05	1.0	1.0	1.0	1.0
3601	3000.3499834537506	1.3634417609864614e-05	1.3464247786032502e-05	1.0	1.0	1.0	1.0
3607	3005.885966539383	1.3640558790939394e-05	1.348265777778579e-05	1.0	1.0	1.0	1.0
3614	3011.8587551116943	1.3604156629298814e-05	1.3472419595927931e-05	1.0	1.0	1.0	1.0
3621	3017.548548936844	1.291327998842462e-05	1.2769601198669989e-05	1.0	1.0	1.0	1.0
3628	3023.296905040741	1.3551850770454621e-05	1.3390645108302124e-05	1.0	1.0	1.0	1.0
3635	3028.999320745468	1.292474989895709e-05	1.278091349377064e-05	1.0	1.0	1.0	1.0
3642	3034.7295780181885	1.2706065172096715e-05	1.2584262549353298e-05	1.0	1.0	1.0	1.0
3648	3039.9476704597473	1.3617530566989445e-05	1.3481632777256891e-05	1.0	1.0	1.0	1.0
3655	3045.5683419704437	1.2630186938622501e-05	1.2488604625104927e-05	1.0	1.0	1.0	1.0
3662	3051.2418863773346	1.228824285135488e-05	1.2157810488133691e-05	1.0	1.0	1.0	1.0
3668	3056.270668745041	1.2948593848705059e-05	1.2787498235411476e-05	1.0	1.0	1.0	1.0
3675	3061.911071062088	1.2723126201308333e-05	1.2591310223797336e-05	1.0	1.0	1.0	1.0
3681	3067.0683131217957	1.2755577972711763e-05	1.2615400009963196e-05	1.0	1.0	1.0	1.0
3688	3072.800897359848	1.205608341479092e-05	1.1917310985154472e-05	1.0	1.0	1.0	1.0
3695	3078.263131380081	1.2458889250410722e-05	1.2339918612269685e-05	1.0	1.0	1.0	1.0
3701	3084.1523957252502	1.2112883905501804e-05	1.1977687790931668e-05	1.0	1.0	1.0	1.0
3707	3089.565324306488	1.237304977621534e-05	1.224125753651606e-05	1.0	1.0	1.0	1.0
3714	3095.530261993408	1.3145016964699607e-05	1.2999540558666922e-05	1.0	1.0	1.0	1.0
3721	3101.267511844635	1.1881580303452212e-05	1.1751259080483578e-05	1.0	1.0	1.0	1.0
